City,State,Provider_number,Distinct_Referral_Pairs,Referral_Volume,Total_Num_Referral_Triples_sum
BEAN STATION,TENNESSEE,1,1,4242,1
BEAR,DELAWARE,11,25,12844,25
BEAR LAKE,MICHIGAN,2,4,1704,4
BEARDSTOWN,ILLINOIS,3,11,4874,11
BEATRICE,NEBRASKA,33,435,155350,435
BEATTYVILLE,KENTUCKY,3,4,1271,4
BEAUFORT,NORTH CAROLINA,10,31,4533,31
BEAUFORT,SOUTH CAROLINA,118,3835,1024020,3835
BEAUMONT,CALIFORNIA,7,22,2329,22
BEAUMONT,TEXAS,357,22455,3466326,22455
BEAVER,OKLAHOMA,5,15,16241,15
BEAVER,PENNSYLVANIA,142,4943,687678,4943
BEAVER,UTAH,11,92,46806,92
BEAVER,WEST VIRGINIA,6,10,1208,10
BEAVER DAM,KENTUCKY,9,36,8077,36
BEAVER DAM,WISCONSIN,58,549,96793,549
BEAVER FALLS,NEW YORK,2,2,343,2
BEAVER FALLS,PENNSYLVANIA,42,312,44222,312
BEAVER ISLAND,MICHIGAN,1,1,146,1
BEAVERCREEK,OHIO,64,219,40406,219
BEAVERTON,MICHIGAN,1,1,739,1
BEAVERTON,OREGON,21,40,9757,40
BECKER,MINNESOTA,3,5,402,5
BECKLEY,WEST VIRGINIA,184,7690,1953136,7690
BEDFORD,INDIANA,61,986,445926,986
BEDFORD,KENTUCKY,1,2,1495,2
BEDFORD,MASSACHUSETTS,4,5,1058,5
BEDFORD,NEW HAMPSHIRE,81,993,161660,993
BEDFORD,OHIO,27,216,67296,216
BEDFORD,PENNSYLVANIA,3,6,5951,6
BEDFORD,TEXAS,145,2758,419220,2758
BEDFORD,VIRGINIA,22,220,52631,220
BEDFORD HILLS,NEW YORK,13,39,38304,39
BEDFORD PARK,ILLINOIS,1,1,293,1
BEDMINSTER,NEW JERSEY,18,73,23450,73
BEEBE,ARKANSAS,5,11,5260,11
BEECH GROVE,INDIANA,19,74,9232,74
BEECHER,ILLINOIS,3,6,1252,6
BEESLEYS POINT,NEW JERSEY,2,2,303,2
BEEVILLE,TEXAS,19,221,107085,221
BEGGS,OKLAHOMA,1,1,509,1
BEL AIR,MARYLAND,229,6376,840998,6376
BEL AIRE,KANSAS,1,1,87,1
BELCAMP,MARYLAND,2,2,140,2
BELCHERTOWN,MASSACHUSETTS,7,16,1103,16
BELCOURT,NORTH DAKOTA,15,59,23620,59
BELDING,MICHIGAN,3,7,3265,7
BELEN,NEW MEXICO,8,15,1636,15
BELFAIR,WASHINGTON,4,9,1428,9
BELFAST,MAINE,50,744,195858,744
BELFORD,NEW JERSEY,1,1,253,1
BELGRADE,MAINE,3,6,5159,6
BELGRADE,MONTANA,11,18,4123,18
BELHAVEN,NORTH CAROLINA,5,15,12675,15
BELINGTON,WEST VIRGINIA,8,42,5384,42
BELL,CALIFORNIA,9,25,5859,25
BELL,FLORIDA,3,11,8464,11
BELL GARDENS,CALIFORNIA,1,1,73,1
BELLA VISTA,ARKANSAS,11,63,10771,63
BELLAIRE,MICHIGAN,2,3,415,3
BELLAIRE,OHIO,5,8,1551,8
BELLAIRE,TEXAS,34,100,13691,100
BELLE,MISSOURI,2,2,161,2
BELLE CHASSE,LOUISIANA,2,4,859,4
BELLE FOURCHE,SOUTH DAKOTA,7,30,13753,30
BELLE GLADE,FLORIDA,11,47,12896,47
BELLE HARBOR,NEW YORK,2,2,258,2
BELLE HAVEN,VIRGINIA,6,12,1603,12
BELLE MEAD,NEW JERSEY,8,57,7377,57
BELLE PLAINE,IOWA,4,7,995,7
BELLE PLAINE,MINNESOTA,3,5,1627,5
BELLE VERNON,PENNSYLVANIA,21,63,12974,63
BELLEAIR,FLORIDA,3,3,281,3
BELLEFONTAINE,OHIO,56,835,182383,835
BELLEFONTE,PENNSYLVANIA,18,78,24263,78
BELLEROSE,NEW YORK,4,4,626,4
BELLEVIEW,FLORIDA,11,17,8747,17
BELLEVILLE,ILLINOIS,229,6592,1034789,6592
BELLEVILLE,KANSAS,10,96,55817,96
BELLEVILLE,MICHIGAN,4,4,422,4
BELLEVILLE,NEW JERSEY,109,3186,698984,3186
BELLEVILLE,PENNSYLVANIA,1,1,62,1
BELLEVILLE,WISCONSIN,4,12,2639,12
BELLEVUE,IOWA,5,11,3272,11
BELLEVUE,KENTUCKY,10,38,18028,38
BELLEVUE,NEBRASKA,42,202,45404,202
BELLEVUE,OHIO,26,236,78550,236
BELLEVUE,PENNSYLVANIA,3,3,3620,3
BELLEVUE,WASHINGTON,462,5751,1013995,5751
BELLFLOWER,CALIFORNIA,47,253,63990,253
BELLINGHAM,MASSACHUSETTS,4,15,1476,15
BELLINGHAM,WASHINGTON,436,11990,1532312,11990
BELLMORE,NEW YORK,9,22,11478,22
BELLOWS FALLS,VERMONT,9,38,10228,38
BELLPORT,NEW YORK,2,2,3228,2
BELLS,TEXAS,1,1,221,1
BELLVILLE,TEXAS,5,27,36133,27
BELMAR,NEW JERSEY,2,2,187,2
BELMOND,IOWA,7,56,54106,56
BELMONT,CALIFORNIA,4,4,467,4
BELMONT,MASSACHUSETTS,87,592,248056,592
BELMONT,MICHIGAN,1,1,24,1
BELMONT,MISSISSIPPI,3,6,836,6
BELMONT,NEW HAMPSHIRE,3,5,880,5
BELMONT,NEW YORK,3,4,235,4
BELMONT,NORTH CAROLINA,13,26,2185,26
BELOIT,KANSAS,14,204,139009,204
BELOIT,OHIO,4,10,1238,10
BELOIT,WISCONSIN,102,2512,1167621,2512
BELPRE,OHIO,28,152,25570,152
BELTON,MISSOURI,26,125,16043,125
BELTON,SOUTH CAROLINA,6,13,1894,13
BELTON,TEXAS,10,68,7168,68
BELTSVILLE,MARYLAND,1,2,81,2
BELVIDERE,ILLINOIS,15,33,4916,33
BELVIDERE,NEW JERSEY,7,22,8750,22
BELZONI,MISSISSIPPI,7,55,37050,55
BEMIDJI,MINNESOTA,119,2023,331996,2023
BEMUS POINT,NEW YORK,2,2,75,2
BENBROOK,TEXAS,8,10,1033,10
BEND,OREGON,475,15066,1778973,15066
BENICIA,CALIFORNIA,6,8,16620,8
BENKELMAN,NEBRASKA,4,21,13102,21
BENNETTSVILLE,SOUTH CAROLINA,20,138,42058,138
BENNINGTON,VERMONT,109,2892,627378,2892
BENSALEM,PENNSYLVANIA,42,106,18950,106
BENSENVILLE,ILLINOIS,4,6,6868,6
BENSON,ARIZONA,9,55,17098,55
BENSON,MINNESOTA,6,40,31843,40
BENSON,NORTH CAROLINA,14,91,46364,91
BENTLEYVILLE,PENNSYLVANIA,5,13,9247,13
BENTON,ARKANSAS,69,956,169739,956
BENTON,ILLINOIS,15,79,29897,79
BENTON,KENTUCKY,32,250,73760,250
BENTON,LOUISIANA,1,1,119,1
BENTON,TENNESSEE,3,6,1688,6
BENTON CITY,WASHINGTON,1,1,144,1
BENTON HARBOR,MICHIGAN,16,83,23122,83
BENTONVILLE,ARKANSAS,49,287,58792,287
BENZONIA,MICHIGAN,5,17,2838,17
BEREA,KENTUCKY,25,180,74734,180
BEREA,OHIO,2,2,120,2
BERESFORD,SOUTH DAKOTA,4,6,329,6
BERGENFIELD,NEW JERSEY,13,25,4721,25
BERKELEY,CALIFORNIA,261,2622,453311,2622
BERKELEY HEIGHTS,NEW JERSEY,133,4066,599489,4066
BERKELEY SPRINGS,WEST VIRGINIA,7,43,29494,43
BERKLEY,MICHIGAN,51,679,213792,679
BERLIN,CONNECTICUT,5,7,1061,7
BERLIN,MARYLAND,70,1067,213053,1067
BERLIN,NEW HAMPSHIRE,40,530,104735,530
BERLIN,NEW JERSEY,15,67,12440,67
BERLIN,OHIO,4,12,1605,12
BERLIN,PENNSYLVANIA,1,3,168,3
BERLIN,VERMONT,93,1836,495887,1836
BERLIN,WISCONSIN,34,211,69282,211
BERMUDA DUNES,CALIFORNIA,3,6,3532,6
BERNALILLO,NEW MEXICO,5,12,2998,12
BERNE,INDIANA,6,26,5728,26
BERNICE,LOUISIANA,2,9,14266,9
BERNVILLE,PENNSYLVANIA,4,8,711,8
BERRIEN SPRINGS,MICHIGAN,5,6,740,6
BERRYVILLE,ARKANSAS,19,181,94121,181
BERRYVILLE,VIRGINIA,7,26,5095,26
BERTHA,MINNESOTA,1,1,121,1
BERTHOUD,COLORADO,2,2,156,2
BERTRAM,TEXAS,1,2,3092,2
BERWICK,PENNSYLVANIA,33,395,142357,395
BERWYN,ILLINOIS,123,3670,620262,3670
BERWYN,PENNSYLVANIA,1,1,83,1
BERWYN HEIGHTS,MARYLAND,2,2,92,2
BESSEMER,ALABAMA,71,1368,309533,1368
BESSEMER CITY,NORTH CAROLINA,3,7,734,7
BETHALTO,ILLINOIS,3,4,104,4
BETHANY,MISSOURI,14,74,88527,74
BETHANY,OKLAHOMA,18,73,12991,73
BETHANY BEACH,DELAWARE,2,4,615,4
BETHEL,ALASKA,24,43,8035,43
BETHEL,CONNECTICUT,14,72,7635,72
BETHEL,MAINE,7,19,11129,19
BETHEL,NORTH CAROLINA,1,1,53,1
BETHEL,OHIO,2,4,1344,4
BETHEL,VERMONT,3,6,186,6
BETHEL PARK,PENNSYLVANIA,41,213,34277,213
BETHESDA,MARYLAND,280,3146,329750,3146
BETHLEHEM,CONNECTICUT,1,1,66,1
BETHLEHEM,PENNSYLVANIA,594,22802,2883546,22802
BETHPAGE,NEW YORK,94,916,202707,916
BETHUNE,SOUTH CAROLINA,1,1,1482,1
BETTENDORF,IOWA,90,742,98807,742
BEULAH,NORTH DAKOTA,11,62,36024,62
BEULAVILLE,NORTH CAROLINA,9,40,29530,40
BEVERLY,KENTUCKY,2,2,300,2
BEVERLY,MASSACHUSETTS,184,5525,1101800,5525
BEVERLY HILLS,CALIFORNIA,415,3903,657733,3903
BEVERLY HILLS,FLORIDA,13,101,70165,101
BEVERLY HILLS,MICHIGAN,3,7,771,7
BEXLEY,OHIO,2,2,295,2
BICKNELL,INDIANA,2,3,1316,3
BICKNELL,UTAH,2,4,2649,4
BIDDEFORD,MAINE,110,2123,717975,2123
BIDWELL,OHIO,2,4,2612,4
BIEBER,CALIFORNIA,2,4,3570,4
BIG BEAR LAKE,CALIFORNIA,13,61,10974,61
BIG CREEK,KENTUCKY,1,1,34,1
BIG FLATS,NEW YORK,4,6,1501,6
BIG LAKE,MINNESOTA,2,2,134,2
BIG LAKE,TEXAS,2,5,5106,5
BIG PINE KEY,FLORIDA,1,1,16,1
BIG RAPIDS,MICHIGAN,52,687,200384,687
BIG SANDY,MONTANA,1,2,1522,2
BIG SKY,MONTANA,4,4,388,4
BIG SPRING,TEXAS,37,337,129552,337
BIG STONE GAP,VIRGINIA,21,122,26007,122
BIG TIMBER,MONTANA,2,10,6519,10
BIGFORK,MINNESOTA,6,34,32046,34
BIGFORK,MONTANA,5,16,2953,16
BILLERICA,MASSACHUSETTS,7,19,1327,19
BILLINGS,MONTANA,589,20065,3808704,20065
BILOXI,MISSISSIPPI,106,1274,293067,1274
BINGER,OKLAHOMA,1,1,93,1
BINGHAM,MAINE,1,1,63,1
BINGHAM FARMS,MICHIGAN,36,80,18245,80
BINGHAMTON,NEW YORK,243,4002,1285719,4002
BIRCH RUN,MICHIGAN,3,5,1489,5
BIRCH TREE,MISSOURI,1,3,410,3
BIRD ISLAND,MINNESOTA,2,2,190,2
BIRDSBORO,PENNSYLVANIA,4,7,813,7
BIRMINGHAM,ALABAMA,2188,69233,10874696,69233
BIRMINGHAM,MICHIGAN,17,34,2739,34
BISBEE,ARIZONA,8,20,21675,20
BISHOP,CALIFORNIA,38,479,158697,479
BISHOPVILLE,SOUTH CAROLINA,8,27,31151,27
BISMARCK,NORTH CAROLINA,1,5,191,5
BISMARCK,NORTH DAKOTA,497,14727,2388584,14727
BISON,SOUTH DAKOTA,1,1,1698,1
BKLYN,NEW YORK,2,3,353,3
BLACK CANYON CITY,ARIZONA,1,1,81,1
BLACK HAWK,COLORADO,1,1,491,1
BLACK MOUNTAIN,NORTH CAROLINA,4,6,408,6
BLACK RIVER FALLS,WISCONSIN,30,260,36097,260
BLACKDUCK,MINNESOTA,2,6,8018,6
BLACKFOOT,IDAHO,52,563,227252,563
BLACKLICK,OHIO,1,2,67,2
BLACKSBURG,VIRGINIA,81,1074,199709,1074
BLACKSHEAR,GEORGIA,3,18,11169,18
BLACKSTONE,VIRGINIA,3,4,720,4
BLACKSVILLE,WEST VIRGINIA,2,4,3560,4
BLACKWELL,OKLAHOMA,9,64,30815,64
BLACKWOOD,NEW JERSEY,8,13,861,13
BLADENBORO,NORTH CAROLINA,3,7,607,7
BLADENSBURG,MARYLAND,3,4,1203,4
BLAINE,MINNESOTA,11,21,2225,21
BLAINE,TENNESSEE,1,1,80,1
BLAINE,WASHINGTON,3,8,1754,8
BLAIR,NEBRASKA,15,54,36502,54
BLAIRSVILLE,GEORGIA,58,1026,306859,1026
BLAIRSVILLE,PENNSYLVANIA,9,22,24823,22
BLAKELY,GEORGIA,3,11,13400,11
BLAKESLEE,PENNSYLVANIA,2,2,373,2
BLANCHARD,OKLAHOMA,5,8,666,8
BLANCHARDVILLE,WISCONSIN,2,2,327,2
BLANCHESTER,OHIO,2,6,1061,6
BLAND,VIRGINIA,1,1,35,1
BLANDING,UTAH,9,36,12069,36
BLANDON,PENNSYLVANIA,1,1,47,1
BLAWNOX,PENNSYLVANIA,2,2,229,2
BLISSFIELD,MICHIGAN,4,5,6296,5
BLK MTN,NORTH CAROLINA,1,1,567,1
BLOOM,KANSAS,1,1,3170,1
BLOOMER,WISCONSIN,22,129,69768,129
BLOOMFIELD,CONNECTICUT,81,652,59258,652
BLOOMFIELD,INDIANA,2,2,620,2
BLOOMFIELD,IOWA,13,93,51874,93
BLOOMFIELD,KENTUCKY,3,5,2217,5
BLOOMFIELD,MICHIGAN,2,2,640,2
BLOOMFIELD,MISSOURI,2,2,578,2
BLOOMFIELD,NEBRASKA,2,7,2795,7
BLOOMFIELD,NEW JERSEY,57,298,51642,298
BLOOMFIELD,NEW MEXICO,1,1,1456,1
BLOOMFIELD HILLS,MICHIGAN,61,507,205934,507
BLOOMINGDALE,ILLINOIS,32,122,23093,122
BLOOMINGTON,ILLINOIS,218,3104,482168,3104
BLOOMINGTON,INDIANA,311,13347,2050152,13347
BLOOMINGTON,MINNESOTA,82,359,38403,359
BLOOMSBURG,PENNSYLVANIA,50,370,102101,370
BLOUNTSTOWN,FLORIDA,10,98,53428,98
BLOWING ROCK,NORTH CAROLINA,2,6,7410,6
BLUE ASH,OHIO,46,1115,217808,1115
BLUE BELL,PENNSYLVANIA,32,92,14388,92
BLUE EARTH,MINNESOTA,12,42,23968,42
BLUE HILL,MAINE,23,152,33851,152
BLUE HILL,NEBRASKA,1,1,232,1
BLUE ISLAND,ILLINOIS,29,156,29943,156
BLUE RAPIDS,KANSAS,2,4,5292,4
BLUE RIDGE,GEORGIA,32,346,173027,346
BLUE RIVER,OREGON,1,1,151,1
BLUE SPRINGS,MISSOURI,73,378,62279,378
BLUEFIELD,VIRGINIA,30,792,139885,792
BLUEFIELD,WEST VIRGINIA,48,1266,240837,1266
BLUFF CITY,TENNESSEE,1,1,82,1
BLUFFTON,INDIANA,41,461,121858,461
BLUFFTON,OHIO,13,48,12889,48
BLUFFTON,SOUTH CAROLINA,48,421,40623,421
BLYTHE,CALIFORNIA,16,95,30835,95
BLYTHEVILLE,ARKANSAS,26,250,48532,250
BOARDMAN,OHIO,69,329,59022,329
BOARDMAN,OREGON,2,4,2874,4
BOAZ,ALABAMA,41,548,256673,548
BOCA GRANDE,FLORIDA,4,10,3965,10
BOCA RATON,FLORIDA,697,38199,6581255,38199
BOERNE,TEXAS,27,201,25659,201
BOGALUSA,LOUISIANA,35,280,152299,280
BOGATA,TEXAS,1,3,254,3
BOHEMIA,NEW YORK,3,5,256,5
BOILING SPRINGS,PENNSYLVANIA,2,2,663,2
BOILING SPRINGS,SOUTH CAROLINA,3,6,266,6
BOISE,IDAHO,1020,20747,3499080,20747
BOISE CITY,OKLAHOMA,1,3,3091,3
BOLINGBROOK,ILLINOIS,85,496,140060,496
BOLIVAR,MISSOURI,51,840,258672,840
BOLIVAR,OHIO,2,6,1072,6
BOLIVAR,TENNESSEE,18,98,30235,98
BOLIVIA,NORTH CAROLINA,23,248,79354,248
BOLTON,CONNECTICUT,1,1,28,1
BOLTON LANDING,NEW YORK,1,1,3525,1
BOMOSEEN,VERMONT,13,52,30735,52
BONAIRE,GEORGIA,4,10,859,10
BONAPARTE,IOWA,1,1,80,1
BONHAM,TEXAS,7,54,31880,54
BONIFAY,FLORIDA,14,103,47979,103
BONITA SPRINGS,FLORIDA,51,538,101644,538
BONNE TERRE,MISSOURI,8,35,14933,35
BONNERS FERRY,IDAHO,13,55,16072,55
BONNEY LAKE,WASHINGTON,8,11,1878,11
BOONE,IOWA,18,116,59393,116
BOONE,NORTH CAROLINA,103,3229,647664,3229
BOONES MILL,VIRGINIA,2,2,320,2
BOONEVILLE,ARKANSAS,9,34,16849,34
BOONEVILLE,KENTUCKY,3,14,13799,14
BOONEVILLE,MISSISSIPPI,26,244,135860,244
BOONSBORO,MARYLAND,2,5,1156,5
BOONTON,NEW JERSEY,8,26,4916,26
BOONVILLE,CALIFORNIA,2,5,3630,5
BOONVILLE,INDIANA,15,132,35411,132
BOONVILLE,MISSOURI,12,86,50235,86
BOONVILLE,NEW YORK,5,8,589,8
BOOTHBAY HARBOR,MAINE,9,40,17174,40
BOQUERON,PUERTO RICO,2,2,59,2
BORDENTOWN,NEW JERSEY,9,22,5752,22
BORGER,TEXAS,13,68,18386,68
BORREGO SPRINGS,CALIFORNIA,11,44,41957,44
BOSCAWEN,NEW HAMPSHIRE,2,6,4424,6
BOSCOBEL,WISCONSIN,7,37,12107,37
BOSSIER CITY,LOUISIANA,119,1785,321116,1785
BOSTON,MASSACHUSETTS,4651,103373,15283574,103373
BOTHELL,WASHINGTON,13,17,2114,17
BOTTINEAU,NORTH DAKOTA,2,10,7186,10
BOULDER,COLORADO,383,7269,1152004,7269
BOULDER CITY,NEVADA,11,68,19917,68
BOUND BROOK,NEW JERSEY,10,30,4799,30
BOUNTIFUL,UTAH,98,990,150465,990
BOURBON,MISSOURI,2,2,3881,2
BOURBONNAIS,ILLINOIS,64,893,160386,893
BOURNE,MASSACHUSETTS,11,36,4132,36
BOW,NEW HAMPSHIRE,7,15,1204,15
BOWDLE,SOUTH DAKOTA,2,3,283,3
BOWDON,GEORGIA,2,6,11846,6
BOWEN,ILLINOIS,1,1,919,1
BOWIE,MARYLAND,55,244,21597,244
BOWIE,TEXAS,7,61,41414,61
BOWLER,WISCONSIN,3,6,818,6
BOWLING GREEN,KENTUCKY,285,10867,1729638,10867
BOWLING GREEN,MISSOURI,4,11,863,11
BOWLING GREEN,OHIO,62,566,127552,566
BOWLING GREEN,VIRGINIA,5,24,23119,24
BOWMAN,GEORGIA,1,1,679,1
BOWMAN,NORTH DAKOTA,5,25,11518,25
BOWMAN,SOUTH CAROLINA,1,1,108,1
BOX ELDER,MONTANA,1,1,292,1
BOYD,TEXAS,1,1,72,1
BOYD,WISCONSIN,1,1,49,1
BOYDTON,VIRGINIA,2,3,172,3
BOYERTOWN,PENNSYLVANIA,12,53,5837,53
BOYNE CITY,MICHIGAN,7,25,3850,25
BOYNTON BEACH,FLORIDA,318,11426,1818852,11426
BOYS TOWN,NEBRASKA,1,1,82,1
BOZEMAN,MONTANA,178,4080,462899,4080
BRACKENRIDGE,PENNSYLVANIA,1,2,70,2
BRADENTON,FLORIDA,476,30195,4977898,30195
BRADFORD,MASSACHUSETTS,5,14,11921,14
BRADFORD,PENNSYLVANIA,42,718,268071,718
BRADFORD,VERMONT,6,23,11247,23
BRADLEY,ILLINOIS,16,94,27089,94
BRADY,TEXAS,5,37,47924,37
BRAINERD,MINNESOTA,111,2722,633389,2722
BRAINTREE,MASSACHUSETTS,61,330,143055,330
BRANCHBURG,NEW JERSEY,11,32,4976,32
BRANCHVILLE,NEW JERSEY,2,2,111,2
BRANCHVILLE,SOUTH CAROLINA,1,1,3201,1
BRANDENBURG,KENTUCKY,9,50,20166,50
BRANDON,FLORIDA,229,5580,600878,5580
BRANDON,MISSISSIPPI,28,100,14120,100
BRANDON,SOUTH DAKOTA,6,8,1277,8
BRANDON,VERMONT,6,19,12357,19
BRANDYWINE,MARYLAND,5,13,4450,13
BRANFORD,CONNECTICUT,41,259,21573,259
BRANFORD,FLORIDA,1,2,1101,2
BRANSON,MISSOURI,81,1318,568620,1318
BRANSON WEST,MISSOURI,6,15,16269,15
BRASELTON,GEORGIA,6,11,1333,11
BRATTLEBORO,VERMONT,104,1619,396293,1619
BRAWLEY,CALIFORNIA,43,509,93858,509
BRAYMER,MISSOURI,1,1,1165,1
BRAZIL,INDIANA,25,173,71902,173
BREA,CALIFORNIA,26,45,3636,45
BREAUX BRIDGE,LOUISIANA,12,56,29641,56
BRECKENRIDGE,COLORADO,4,9,1413,9
BRECKENRIDGE,MICHIGAN,2,4,1437,4
BRECKENRIDGE,MINNESOTA,6,9,4362,9
BRECKENRIDGE,TEXAS,5,32,21383,32
BRECKSVILLE,OHIO,14,30,3120,30
BREESE,ILLINOIS,21,192,122495,192
BREMEN,GEORGIA,14,54,37215,54
BREMEN,INDIANA,10,50,23068,50
BREMERTON,WASHINGTON,142,4742,533301,4742
BREMOND,TEXAS,1,1,113,1
BRENHAM,TEXAS,45,968,241543,968
BRENTWOOD,CALIFORNIA,20,146,20232,146
BRENTWOOD,MISSOURI,1,1,309,1
BRENTWOOD,NEW YORK,21,57,7143,57
BRENTWOOD,TENNESSEE,78,204,11946,204
BREVARD,NORTH CAROLINA,46,726,191427,726
BREWER,MAINE,47,237,48030,237
BREWERTON,NEW YORK,2,3,194,3
BREWSTER,MASSACHUSETTS,10,51,7201,51
BREWSTER,NEW YORK,42,432,88143,432
BREWSTER,WASHINGTON,13,42,19611,42
BREWTON,ALABAMA,20,220,81479,220
BRIARCLIFF MANOR,NEW YORK,12,19,1981,19
BRIARWOOD,NEW YORK,6,7,580,7
BRICK,NEW JERSEY,235,10281,1611555,10281
BRIDGE CITY,TEXAS,3,4,179,4
BRIDGEPORT,CALIFORNIA,1,1,66,1
BRIDGEPORT,CONNECTICUT,365,5808,915299,5808
BRIDGEPORT,ILLINOIS,1,1,119,1
BRIDGEPORT,MICHIGAN,6,15,4099,15
BRIDGEPORT,NEBRASKA,3,15,13148,15
BRIDGEPORT,OHIO,3,3,1489,3
BRIDGEPORT,PENNSYLVANIA,2,3,242,3
BRIDGEPORT,TEXAS,9,23,14869,23
BRIDGEPORT,WEST VIRGINIA,126,2632,538994,2632
BRIDGETON,MISSOURI,165,4168,850335,4168
BRIDGETON,NEW JERSEY,38,406,70091,406
BRIDGEVILLE,DELAWARE,2,4,1103,4
BRIDGEVILLE,PENNSYLVANIA,18,87,43196,87
BRIDGEWATER,MASSACHUSETTS,4,8,1014,8
BRIDGEWATER,NEW JERSEY,55,1277,291535,1277
BRIDGEWATER,VIRGINIA,2,4,2933,4
BRIDGMAN,MICHIGAN,6,18,5824,18
BRIDGTON,MAINE,16,59,37810,59
BRIGANTINE,NEW JERSEY,7,13,738,13
BRIGHAM CITY,UTAH,32,200,29887,200
BRIGHTON,COLORADO,38,240,80820,240
BRIGHTON,ILLINOIS,2,2,53,2
BRIGHTON,MASSACHUSETTS,115,1849,217248,1849
BRIGHTON,MICHIGAN,64,260,28039,260
BRIGHTON,TENNESSEE,2,2,1165,2
BRIGHTWATERS,NEW YORK,2,2,427,2
BRILLION,WISCONSIN,2,2,70,2
BRIMLEY,MICHIGAN,2,5,892,5
BRINKLEY,ARKANSAS,3,8,1848,8
BRISTOL,CONNECTICUT,119,3449,672297,3449
BRISTOL,INDIANA,1,1,27,1
BRISTOL,NEW HAMPSHIRE,5,16,3769,16
BRISTOL,PENNSYLVANIA,31,382,75240,382
BRISTOL,RHODE ISLAND,16,96,6298,96
BRISTOL,TENNESSEE,201,7956,975385,7956
BRISTOL,VERMONT,7,15,1828,15
BRISTOL,VIRGINIA,27,261,32807,261
BRISTOW,OKLAHOMA,10,51,24770,51
BRITT,IOWA,7,38,36327,38
BRITTON,SOUTH DAKOTA,2,6,17316,6
BROAD TOP,PENNSYLVANIA,3,3,593,3
BROADALBIN,NEW YORK,4,14,8418,14
BROADVIEW HTS,OHIO,6,11,494,11
BROADWAY,VIRGINIA,3,5,952,5
BROCKPORT,NEW YORK,31,156,38686,156
BROCKTON,MASSACHUSETTS,318,9575,1791006,9575
BROCKWAY,MICHIGAN,3,5,788,5
BROCKWAY,PENNSYLVANIA,3,6,5444,6
BRODHEAD,WISCONSIN,5,17,3910,17
BRODHEADSVILLE,PENNSYLVANIA,4,6,1430,6
BROGUE,PENNSYLVANIA,1,1,40,1
BROKEN ARROW,OKLAHOMA,47,153,16492,153
BROKEN BOW,NEBRASKA,19,120,56590,120
BROKEN BOW,OKLAHOMA,2,2,77,2
BRONX,NEW JERSEY,2,48,4844,48
BRONX,NEW YORK,2201,37464,5962691,37464
BRONXVILLE,NEW YORK,65,809,112190,809
BROOK,INDIANA,2,5,2297,5
BROOKER,FLORIDA,3,5,1001,5
BROOKFIELD,CONNECTICUT,23,80,9239,80
BROOKFIELD,ILLINOIS,4,4,4083,4
BROOKFIELD,MISSOURI,11,118,77534,118
BROOKFIELD,OHIO,2,4,743,4
BROOKFIELD,WISCONSIN,107,1246,189209,1246
BROOKHAVEN,MISSISSIPPI,58,1124,392483,1124
BROOKHAVEN,PENNSYLVANIA,3,5,390,5
BROOKINGS,OREGON,24,133,19021,133
BROOKINGS,SOUTH DAKOTA,49,424,89870,424
BROOKLAND,ARKANSAS,2,2,357,2
BROOKLET,GEORGIA,2,2,493,2
BROOKLINE,MASSACHUSETTS,78,249,37310,249
BROOKLYN,IOWA,2,4,908,4
BROOKLYN,MARYLAND,3,6,15483,6
BROOKLYN,MICHIGAN,4,8,1025,8
BROOKLYN,NEW YORK,4239,119797,23016276,119797
BROOKLYN,OHIO,6,15,1337,15
BROOKLYN CENTER,MINNESOTA,26,102,18934,102
BROOKLYN PARK,MINNESOTA,9,17,991,17
BROOKNEAL,VIRGINIA,4,12,5763,12
BROOKS,MAINE,2,4,2446,4
BROOKSVILLE,FLORIDA,141,4965,889743,4965
BROOKSVILLE,MISSISSIPPI,1,1,4961,1
BROOKVILLE,INDIANA,2,4,301,4
BROOKVILLE,NEW YORK,3,4,806,4
BROOKVILLE,OHIO,7,24,7564,24
BROOKVILLE,PENNSYLVANIA,38,386,159771,386
BROOMALL,PENNSYLVANIA,43,375,78465,375
BROOMFIELD,COLORADO,9,10,2173,10
BROUSSARD,LOUISIANA,4,4,497,4
BROWN CITY,MICHIGAN,3,4,2838,4
BROWN DEER,WISCONSIN,14,38,5194,38
BROWNFIELD,TEXAS,5,38,37727,38
BROWNING,MONTANA,15,85,28730,85
BROWNS MILLS,NEW JERSEY,42,828,289229,828
BROWNSBORO,ALABAMA,3,4,285,4
BROWNSBURG,INDIANA,19,56,4684,56
BROWNSTOWN,INDIANA,2,2,723,2
BROWNSTOWN,MICHIGAN,4,6,819,6
BROWNSTOWN,PENNSYLVANIA,2,2,197,2
BROWNSTOWN TWP,MICHIGAN,26,172,58042,172
BROWNSVILLE,CALIFORNIA,3,9,11224,9
BROWNSVILLE,KENTUCKY,3,8,10047,8
BROWNSVILLE,PENNSYLVANIA,7,18,1419,18
BROWNSVILLE,TENNESSEE,11,88,34546,88
BROWNSVILLE,TEXAS,156,7691,1797259,7691
BROWNWOOD,TEXAS,73,2130,685849,2130
BRUCE,MISSISSIPPI,3,11,2682,11
BRUCE TWP,MICHIGAN,2,2,951,2
BRUNDIDGE,ALABAMA,2,2,796,2
BRUNSWICK,GEORGIA,185,6684,1333601,6684
BRUNSWICK,MAINE,163,2976,697533,2976
